angle,Nasicon/C -1,Nasicon/P 1 21/n 1,Nasicon/P b n a,Nasicon/R -3 c H,ZrP2O7/P a -3,YPO4/I 41/a m d Z,Mg2P2O7/B 1 21/c 1 ,Mg2P2O7/P 1 21/c 1,P2O5/R 3 c H,P2O5/F d d 2,P2O5/P n a m,P2O5/R 3 c R,Y(PO3)3/R -3 H,Y(PO3)3/C 1 2/c 1,Y(PO3)3/P 1 21/m 1,Y(PO3)3/C 1 c 1
77.5,96.0,297.0,305.0,110.0,2.0,35.0,17.0,3.0,244.0,3.0,31.0,206.0,177.0,62.0,26.0,3.0
77.6,132.0,229.0,203.0,43.0,0.0,22.0,80.0,12.0,103.0,11.0,110.0,368.0,442.0,117.0,14.0,12.0
77.7,109.0,101.0,108.0,6.0,0.0,112.0,148.0,61.0,35.0,12.0,368.0,236.0,487.0,104.0,20.0,61.0
77.8,74.0,93.0,45.0,2.0,0.0,492.0,105.0,143.0,43.0,5.0,578.0,67.0,413.0,39.0,44.0,143.0
77.9,52.0,108.0,21.0,25.0,0.0,791.0,31.0,200.0,145.0,1.0,340.0,59.0,361.0,10.0,79.0,200.0
78.0,82.0,73.0,35.0,172.0,6.0,455.0,11.0,164.0,206.0,0.0,100.0,93.0,416.0,22.0,75.0,164.0
78.1,161.0,85.0,99.0,578.0,31.0,94.0,16.0,63.0,112.0,0.0,209.0,87.0,548.0,39.0,48.0,63.0
78.2,176.0,175.0,184.0,915.0,59.0,7.0,11.0,17.0,24.0,0.0,566.0,48.0,433.0,42.0,27.0,17.0
78.3,117.0,236.0,276.0,831.0,40.0,0.0,3.0,13.0,9.0,0.0,652.0,40.0,235.0,64.0,11.0,13.0
78.4,72.0,277.0,491.0,437.0,10.0,0.0,0.0,7.0,17.0,0.0,378.0,115.0,166.0,71.0,6.0,7.0
78.5,87.0,325.0,618.0,125.0,1.0,0.0,1.0,3.0,13.0,0.0,125.0,157.0,168.0,31.0,16.0,3.0
78.6,109.0,249.0,443.0,62.0,0.0,0.0,6.0,6.0,4.0,0.0,19.0,78.0,92.0,6.0,67.0,6.0
78.7,97.0,145.0,274.0,55.0,0.0,1.0,36.0,12.0,0.0,0.0,2.0,14.0,25.0,9.0,148.0,12.0
78.8,148.0,147.0,251.0,60.0,0.0,15.0,81.0,9.0,0.0,0.0,12.0,1.0,15.0,48.0,180.0,9.0
78.9,217.0,252.0,177.0,97.0,0.0,87.0,71.0,8.0,0.0,0.0,50.0,0.0,14.0,103.0,124.0,8.0
79.0,166.0,353.0,143.0,72.0,4.0,175.0,27.0,26.0,2.0,0.0,76.0,0.0,6.0,85.0,45.0,26.0
79.1,82.0,292.0,151.0,20.0,27.0,128.0,13.0,53.0,13.0,1.0,42.0,0.0,9.0,48.0,10.0,53.0
79.2,111.0,194.0,87.0,7.0,65.0,34.0,32.0,82.0,42.0,11.0,8.0,0.0,48.0,44.0,12.0,82.0
79.3,199.0,150.0,26.0,62.0,56.0,3.0,77.0,88.0,57.0,58.0,1.0,0.0,122.0,48.0,34.0,88.0
79.4,254.0,100.0,11.0,285.0,18.0,0.0,107.0,43.0,30.0,109.0,2.0,5.0,182.0,58.0,61.0,43.0
79.5,288.0,115.0,23.0,484.0,2.0,0.0,79.0,9.0,6.0,74.0,10.0,30.0,215.0,48.0,127.0,9.0
79.6,266.0,161.0,78.0,315.0,0.0,0.0,49.0,19.0,0.0,18.0,17.0,63.0,150.0,26.0,162.0,19.0
79.7,185.0,193.0,195.0,101.0,0.0,0.0,43.0,93.0,3.0,6.0,13.0,47.0,82.0,18.0,87.0,93.0
79.8,118.0,214.0,234.0,76.0,0.0,0.0,43.0,179.0,27.0,69.0,14.0,13.0,270.0,20.0,27.0,179.0
79.9,131.0,162.0,131.0,92.0,0.0,0.0,76.0,171.0,103.0,390.0,36.0,1.0,685.0,21.0,18.0,171.0
80.0,171.0,100.0,61.0,46.0,0.0,0.0,89.0,151.0,144.0,826.0,42.0,5.0,750.0,28.0,23.0,151.0
80.1,139.0,110.0,98.0,8.0,0.0,0.0,48.0,130.0,73.0,659.0,28.0,41.0,469.0,47.0,23.0,130.0
80.2,90.0,94.0,213.0,1.0,0.0,0.0,26.0,62.0,13.0,197.0,34.0,118.0,237.0,60.0,15.0,62.0
80.3,88.0,50.0,198.0,0.0,0.0,0.0,28.0,14.0,1.0,22.0,40.0,122.0,109.0,52.0,42.0,14.0
80.4,63.0,35.0,78.0,0.0,0.0,0.0,17.0,6.0,0.0,0.0,52.0,46.0,65.0,59.0,149.0,6.0
80.5,20.0,42.0,27.0,0.0,0.0,0.0,5.0,23.0,0.0,5.0,104.0,6.0,86.0,66.0,231.0,23.0
80.6,6.0,104.0,25.0,0.0,0.0,0.0,7.0,41.0,0.0,65.0,137.0,0.0,312.0,55.0,230.0,41.0
80.7,24.0,157.0,38.0,0.0,0.0,0.0,34.0,32.0,0.0,298.0,95.0,0.0,745.0,50.0,246.0,32.0
80.8,101.0,146.0,60.0,0.0,0.0,0.0,73.0,35.0,5.0,501.0,47.0,0.0,799.0,28.0,203.0,35.0
80.9,205.0,103.0,75.0,0.0,0.0,0.0,63.0,79.0,46.0,307.0,29.0,2.0,343.0,14.0,103.0,79.0
81.0,227.0,66.0,60.0,0.0,1.0,0.0,26.0,82.0,151.0,72.0,46.0,11.0,58.0,13.0,62.0,82.0
81.1,190.0,61.0,36.0,0.0,7.0,0.0,8.0,35.0,195.0,27.0,48.0,29.0,22.0,8.0,78.0,35.0
81.2,138.0,40.0,14.0,3.0,23.0,0.0,7.0,15.0,114.0,102.0,19.0,44.0,100.0,8.0,84.0,15.0
81.3,85.0,18.0,5.0,24.0,29.0,3.0,7.0,11.0,103.0,198.0,8.0,101.0,324.0,38.0,111.0,11.0
81.4,90.0,22.0,3.0,75.0,13.0,14.0,6.0,5.0,145.0,142.0,46.0,213.0,461.0,88.0,131.0,5.0
81.5,90.0,41.0,4.0,125.0,2.0,26.0,12.0,2.0,133.0,38.0,158.0,245.0,258.0,78.0,118.0,2.0
81.6,40.0,64.0,35.0,229.0,0.0,17.0,20.0,6.0,155.0,4.0,199.0,137.0,119.0,30.0,112.0,6.0
81.7,9.0,67.0,142.0,300.0,0.0,4.0,19.0,28.0,147.0,0.0,94.0,32.0,310.0,13.0,88.0,28.0
81.8,9.0,43.0,223.0,162.0,0.0,0.0,13.0,55.0,162.0,1.0,21.0,3.0,534.0,22.0,104.0,55.0
81.9,33.0,44.0,133.0,32.0,0.0,0.0,5.0,44.0,402.0,11.0,6.0,0.0,376.0,28.0,112.0,44.0
82.0,99.0,148.0,56.0,2.0,1.0,0.0,2.0,17.0,505.0,72.0,1.0,0.0,150.0,18.0,54.0,17.0
82.1,166.0,279.0,108.0,2.0,10.0,0.0,3.0,4.0,237.0,180.0,2.0,0.0,195.0,33.0,17.0,4.0
82.2,182.0,224.0,154.0,35.0,38.0,0.0,3.0,1.0,41.0,165.0,26.0,5.0,376.0,91.0,37.0,1.0
82.3,119.0,89.0,130.0,260.0,53.0,0.0,2.0,4.0,3.0,56.0,111.0,54.0,311.0,104.0,85.0,4.0
82.4,42.0,34.0,160.0,706.0,27.0,0.0,5.0,5.0,0.0,7.0,175.0,227.0,143.0,49.0,84.0,5.0
82.5,30.0,22.0,143.0,708.0,5.0,0.0,15.0,7.0,0.0,0.0,112.0,352.0,216.0,18.0,37.0,7.0
82.6,38.0,37.0,53.0,264.0,0.0,0.0,32.0,16.0,0.0,0.0,66.0,201.0,332.0,17.0,18.0,16.0
82.7,45.0,74.0,16.0,53.0,0.0,0.0,53.0,31.0,0.0,0.0,61.0,42.0,201.0,29.0,43.0,31.0
82.8,71.0,79.0,32.0,69.0,0.0,0.0,48.0,58.0,0.0,0.0,34.0,3.0,47.0,41.0,67.0,58.0
82.9,90.0,64.0,56.0,112.0,0.0,0.0,18.0,78.0,1.0,0.0,37.0,0.0,28.0,33.0,43.0,78.0
83.0,68.0,86.0,52.0,94.0,0.0,0.0,4.0,50.0,6.0,0.0,95.0,0.0,123.0,21.0,18.0,50.0
83.1,74.0,172.0,95.0,53.0,5.0,0.0,10.0,15.0,18.0,1.0,159.0,0.0,317.0,25.0,33.0,15.0
83.2,122.0,261.0,237.0,94.0,23.0,0.0,51.0,3.0,20.0,8.0,147.0,4.0,413.0,17.0,63.0,3.0
83.3,170.0,207.0,257.0,362.0,35.0,0.0,101.0,8.0,9.0,33.0,60.0,15.0,271.0,7.0,84.0,8.0
83.4,187.0,91.0,113.0,591.0,20.0,0.0,81.0,29.0,9.0,49.0,19.0,20.0,195.0,14.0,92.0,29.0
83.5,111.0,51.0,27.0,386.0,4.0,0.0,28.0,41.0,44.0,27.0,50.0,12.0,228.0,25.0,120.0,41.0
83.6,35.0,70.0,14.0,133.0,0.0,0.0,6.0,36.0,97.0,5.0,100.0,18.0,158.0,19.0,190.0,36.0
83.7,17.0,80.0,33.0,36.0,0.0,0.0,7.0,51.0,80.0,0.0,75.0,46.0,125.0,20.0,196.0,51.0
83.8,31.0,72.0,77.0,7.0,0.0,0.0,21.0,73.0,25.0,0.0,22.0,51.0,226.0,56.0,182.0,73.0
83.9,41.0,51.0,132.0,1.0,0.0,0.0,66.0,51.0,3.0,3.0,7.0,27.0,225.0,124.0,155.0,51.0
84.0,40.0,35.0,192.0,0.0,2.0,0.0,131.0,20.0,6.0,24.0,8.0,47.0,95.0,182.0,69.0,20.0
84.1,74.0,57.0,174.0,0.0,25.0,0.0,127.0,32.0,41.0,76.0,8.0,113.0,36.0,161.0,23.0,32.0
84.2,108.0,115.0,152.0,0.0,114.0,0.0,64.0,102.0,107.0,99.0,25.0,107.0,66.0,74.0,44.0,102.0
84.3,106.0,133.0,211.0,1.0,190.0,0.0,19.0,201.0,134.0,51.0,80.0,38.0,148.0,16.0,82.0,201.0
84.4,117.0,92.0,202.0,3.0,119.0,0.0,5.0,183.0,118.0,10.0,120.0,5.0,162.0,6.0,75.0,183.0
84.5,155.0,71.0,153.0,4.0,28.0,2.0,4.0,73.0,79.0,1.0,99.0,0.0,83.0,17.0,63.0,73.0
84.6,201.0,80.0,106.0,3.0,2.0,33.0,4.0,20.0,30.0,0.0,86.0,1.0,31.0,22.0,58.0,20.0
84.7,169.0,74.0,46.0,15.0,0.0,168.0,5.0,17.0,5.0,0.0,65.0,11.0,71.0,12.0,55.0,17.0
84.8,119.0,59.0,55.0,137.0,0.0,324.0,5.0,23.0,0.0,0.0,57.0,33.0,308.0,12.0,57.0,23.0
84.9,165.0,76.0,96.0,491.0,0.0,236.0,2.0,17.0,0.0,0.0,93.0,39.0,595.0,31.0,61.0,17.0
85.0,222.0,107.0,71.0,676.0,4.0,64.0,1.0,8.0,0.0,4.0,140.0,17.0,561.0,45.0,85.0,8.0
85.1,165.0,114.0,53.0,436.0,49.0,7.0,3.0,4.0,2.0,17.0,140.0,3.0,353.0,31.0,128.0,4.0
85.2,98.0,164.0,205.0,364.0,229.0,0.0,6.0,3.0,16.0,60.0,65.0,0.0,155.0,10.0,138.0,3.0
85.3,105.0,268.0,488.0,348.0,406.0,0.0,13.0,5.0,46.0,221.0,25.0,0.0,36.0,2.0,94.0,5.0
85.4,100.0,297.0,497.0,149.0,271.0,0.0,27.0,15.0,50.0,390.0,79.0,0.0,17.0,1.0,60.0,15.0
85.5,75.0,194.0,298.0,24.0,68.0,0.0,34.0,42.0,21.0,267.0,174.0,0.0,68.0,8.0,44.0,42.0
85.6,78.0,136.0,179.0,2.0,6.0,1.0,43.0,62.0,16.0,69.0,167.0,3.0,182.0,25.0,39.0,62.0
85.7,71.0,162.0,78.0,8.0,0.0,10.0,78.0,59.0,51.0,8.0,106.0,18.0,253.0,33.0,35.0,59.0
85.8,54.0,246.0,64.0,56.0,0.0,60.0,128.0,63.0,79.0,14.0,87.0,48.0,216.0,26.0,46.0,63.0
85.9,54.0,409.0,189.0,152.0,0.0,145.0,157.0,52.0,47.0,46.0,111.0,48.0,266.0,24.0,63.0,52.0
86.0,63.0,401.0,376.0,156.0,1.0,200.0,97.0,24.0,10.0,56.0,101.0,19.0,348.0,22.0,55.0,24.0
86.1,99.0,234.0,495.0,61.0,7.0,288.0,24.0,9.0,1.0,33.0,40.0,6.0,286.0,9.0,65.0,9.0
86.2,144.0,108.0,390.0,9.0,35.0,286.0,2.0,25.0,0.0,48.0,16.0,23.0,253.0,2.0,119.0,25.0
86.3,177.0,100.0,202.0,1.0,65.0,119.0,0.0,109.0,3.0,93.0,34.0,57.0,277.0,0.0,135.0,109.0
86.4,169.0,143.0,115.0,2.0,45.0,19.0,1.0,191.0,21.0,76.0,47.0,58.0,215.0,3.0,81.0,191.0
86.5,127.0,148.0,54.0,3.0,12.0,1.0,3.0,128.0,64.0,25.0,36.0,47.0,81.0,11.0,33.0,128.0
86.6,135.0,197.0,66.0,2.0,1.0,0.0,11.0,33.0,82.0,5.0,79.0,67.0,46.0,16.0,14.0,33.0
86.7,198.0,263.0,232.0,1.0,0.0,0.0,17.0,4.0,82.0,2.0,218.0,77.0,174.0,27.0,18.0,4.0
86.8,170.0,266.0,465.0,0.0,0.0,0.0,10.0,5.0,148.0,1.0,289.0,51.0,339.0,63.0,43.0,5.0
86.9,127.0,341.0,475.0,0.0,0.0,0.0,2.0,11.0,211.0,0.0,192.0,16.0,267.0,75.0,74.0,11.0
87.0,188.0,452.0,245.0,0.0,1.0,4.0,0.0,9.0,168.0,0.0,195.0,2.0,123.0,36.0,99.0,9.0
87.1,312.0,398.0,72.0,1.0,8.0,38.0,0.0,3.0,84.0,0.0,301.0,0.0,220.0,7.0,102.0,3.0
87.2,314.0,219.0,91.0,8.0,37.0,125.0,0.0,1.0,28.0,3.0,231.0,6.0,475.0,3.0,121.0,1.0
87.3,164.0,112.0,274.0,17.0,71.0,159.0,2.0,1.0,5.0,33.0,78.0,41.0,592.0,11.0,174.0,1.0
87.4,66.0,124.0,430.0,15.0,51.0,77.0,14.0,5.0,1.0,139.0,12.0,119.0,542.0,35.0,217.0,5.0
87.5,42.0,155.0,490.0,5.0,14.0,15.0,62.0,9.0,0.0,252.0,1.0,134.0,468.0,47.0,195.0,9.0
87.6,40.0,131.0,450.0,1.0,2.0,1.0,109.0,6.0,2.0,210.0,0.0,62.0,406.0,35.0,109.0,6.0
87.7,43.0,99.0,228.0,0.0,0.0,0.0,81.0,5.0,5.0,84.0,0.0,19.0,306.0,35.0,57.0,5.0
87.8,31.0,95.0,59.0,0.0,0.0,0.0,35.0,33.0,4.0,16.0,0.0,7.0,242.0,34.0,57.0,33.0
87.9,13.0,132.0,13.0,0.0,0.0,5.0,17.0,127.0,2.0,1.0,1.0,3.0,204.0,22.0,52.0,127.0
88.0,5.0,204.0,24.0,0.0,0.0,30.0,14.0,200.0,1.0,0.0,2.0,5.0,324.0,14.0,33.0,200.0
88.1,4.0,261.0,98.0,0.0,0.0,67.0,20.0,132.0,4.0,4.0,1.0,7.0,552.0,15.0,34.0,132.0
88.2,5.0,285.0,169.0,0.0,0.0,57.0,25.0,44.0,21.0,19.0,1.0,4.0,543.0,13.0,32.0,44.0
88.3,16.0,209.0,117.0,0.0,0.0,19.0,17.0,30.0,38.0,38.0,10.0,2.0,263.0,10.0,24.0,30.0
88.4,63.0,114.0,42.0,18.0,0.0,2.0,8.0,46.0,27.0,37.0,54.0,8.0,105.0,25.0,43.0,46.0
88.5,137.0,104.0,37.0,143.0,0.0,0.0,12.0,39.0,9.0,17.0,109.0,28.0,226.0,52.0,60.0,39.0
88.6,189.0,93.0,59.0,468.0,0.0,0.0,19.0,22.0,13.0,3.0,88.0,40.0,431.0,61.0,61.0,22.0
88.7,176.0,92.0,59.0,668.0,0.0,0.0,15.0,14.0,42.0,1.0,43.0,23.0,429.0,67.0,58.0,14.0
88.8,147.0,166.0,65.0,515.0,0.0,0.0,10.0,13.0,54.0,11.0,62.0,18.0,260.0,71.0,43.0,13.0
88.9,110.0,258.0,203.0,264.0,0.0,0.0,9.0,17.0,28.0,76.0,132.0,39.0,100.0,48.0,45.0,17.0
89.0,71.0,237.0,493.0,86.0,4.0,0.0,5.0,19.0,6.0,203.0,224.0,46.0,65.0,16.0,98.0,19.0
89.1,83.0,121.0,572.0,38.0,45.0,2.0,4.0,13.0,0.0,221.0,209.0,37.0,226.0,2.0,142.0,13.0
89.2,150.0,78.0,298.0,57.0,222.0,29.0,6.0,15.0,1.0,101.0,83.0,61.0,542.0,1.0,110.0,15.0
89.3,233.0,147.0,81.0,166.0,430.0,203.0,6.0,37.0,15.0,27.0,13.0,94.0,607.0,4.0,49.0,37.0
89.4,219.0,215.0,21.0,317.0,327.0,565.0,7.0,46.0,78.0,9.0,3.0,75.0,324.0,15.0,14.0,46.0
89.5,113.0,170.0,23.0,252.0,97.0,616.0,13.0,25.0,157.0,3.0,21.0,27.0,129.0,28.0,8.0,25.0
89.6,43.0,94.0,54.0,84.0,11.0,264.0,22.0,9.0,127.0,0.0,82.0,4.0,129.0,44.0,17.0,9.0
89.7,57.0,85.0,67.0,45.0,0.0,44.0,31.0,7.0,41.0,0.0,128.0,0.0,145.0,59.0,31.0,7.0
89.8,142.0,125.0,52.0,226.0,0.0,3.0,38.0,17.0,5.0,0.0,79.0,0.0,146.0,45.0,50.0,17.0
89.9,224.0,153.0,43.0,749.0,0.0,0.0,70.0,43.0,0.0,1.0,20.0,0.0,201.0,19.0,60.0,43.0
90.0,207.0,121.0,53.0,1042.0,0.0,0.0,82.0,65.0,0.0,5.0,10.0,0.0,259.0,5.0,64.0,65.0
90.1,111.0,68.0,85.0,598.0,1.0,0.0,41.0,94.0,0.0,9.0,51.0,0.0,173.0,5.0,75.0,94.0
90.2,52.0,47.0,86.0,150.0,6.0,1.0,11.0,142.0,0.0,6.0,132.0,0.0,61.0,26.0,83.0,142.0
90.3,132.0,60.0,58.0,26.0,11.0,16.0,4.0,122.0,4.0,2.0,178.0,0.0,94.0,67.0,99.0,122.0
90.4,315.0,107.0,41.0,47.0,9.0,111.0,4.0,60.0,16.0,0.0,145.0,0.0,288.0,93.0,108.0,60.0
90.5,355.0,140.0,35.0,120.0,3.0,300.0,10.0,25.0,25.0,0.0,69.0,0.0,437.0,97.0,90.0,25.0
90.6,236.0,121.0,51.0,131.0,0.0,321.0,18.0,9.0,15.0,0.0,25.0,0.0,395.0,88.0,83.0,9.0
90.7,144.0,88.0,61.0,87.0,0.0,136.0,23.0,6.0,5.0,0.0,15.0,0.0,268.0,47.0,86.0,6.0
90.8,129.0,61.0,50.0,71.0,0.0,23.0,31.0,12.0,7.0,0.0,8.0,2.0,111.0,15.0,83.0,12.0
90.9,155.0,53.0,88.0,44.0,0.0,2.0,39.0,21.0,15.0,0.0,2.0,9.0,41.0,15.0,60.0,21.0
91.0,113.0,88.0,186.0,12.0,0.0,0.0,40.0,24.0,12.0,0.0,0.0,22.0,84.0,18.0,49.0,24.0
91.1,41.0,133.0,272.0,1.0,0.0,0.0,24.0,32.0,6.0,0.0,0.0,20.0,221.0,14.0,66.0,32.0
91.2,21.0,198.0,310.0,1.0,0.0,0.0,12.0,56.0,16.0,0.0,4.0,8.0,471.0,17.0,88.0,56.0
91.3,42.0,257.0,296.0,6.0,0.0,0.0,22.0,54.0,58.0,0.0,15.0,2.0,536.0,26.0,125.0,54.0
91.4,56.0,208.0,227.0,23.0,0.0,4.0,52.0,30.0,89.0,0.0,22.0,6.0,271.0,38.0,146.0,30.0
91.5,60.0,179.0,133.0,35.0,0.0,26.0,72.0,30.0,55.0,0.0,13.0,12.0,123.0,43.0,93.0,30.0
91.6,113.0,254.0,147.0,22.0,0.0,91.0,55.0,49.0,14.0,0.0,3.0,12.0,224.0,28.0,44.0,49.0
91.7,165.0,284.0,236.0,21.0,0.0,217.0,43.0,52.0,3.0,0.0,4.0,14.0,324.0,14.0,46.0,52.0
91.8,170.0,204.0,194.0,88.0,0.0,516.0,62.0,33.0,12.0,0.0,25.0,45.0,263.0,17.0,68.0,33.0
91.9,173.0,115.0,71.0,202.0,0.0,726.0,55.0,34.0,48.0,0.0,80.0,81.0,144.0,38.0,62.0,34.0
92.0,166.0,80.0,16.0,235.0,4.0,441.0,22.0,49.0,94.0,0.0,130.0,61.0,58.0,78.0,65.0,49.0
92.1,153.0,53.0,24.0,276.0,48.0,109.0,6.0,38.0,85.0,0.0,181.0,19.0,37.0,133.0,116.0,38.0
92.2,164.0,48.0,63.0,342.0,231.0,11.0,4.0,17.0,33.0,5.0,217.0,2.0,78.0,171.0,130.0,17.0
92.3,192.0,121.0,110.0,228.0,454.0,0.0,10.0,6.0,5.0,35.0,156.0,0.0,94.0,147.0,94.0,6.0
92.4,166.0,250.0,133.0,75.0,360.0,0.0,29.0,2.0,0.0,111.0,101.0,4.0,47.0,93.0,63.0,2.0
92.5,105.0,306.0,126.0,51.0,116.0,0.0,43.0,2.0,0.0,148.0,71.0,24.0,12.0,47.0,42.0,2.0
92.6,94.0,235.0,163.0,93.0,15.0,0.0,50.0,12.0,0.0,80.0,40.0,58.0,16.0,16.0,61.0,12.0
92.7,135.0,198.0,204.0,143.0,0.0,0.0,83.0,38.0,0.0,18.0,42.0,57.0,83.0,9.0,137.0,38.0
92.8,122.0,200.0,246.0,316.0,0.0,1.0,94.0,84.0,0.0,2.0,54.0,22.0,337.0,24.0,199.0,84.0
92.9,56.0,139.0,299.0,468.0,0.0,4.0,51.0,118.0,0.0,5.0,57.0,4.0,717.0,48.0,180.0,118.0
93.0,20.0,95.0,227.0,299.0,0.0,6.0,18.0,92.0,0.0,30.0,54.0,0.0,778.0,59.0,118.0,92.0
93.1,13.0,95.0,95.0,78.0,0.0,4.0,7.0,38.0,0.0,83.0,30.0,0.0,560.0,67.0,63.0,38.0
93.2,13.0,91.0,25.0,11.0,0.0,1.0,4.0,12.0,5.0,128.0,7.0,0.0,384.0,97.0,48.0,12.0
93.3,14.0,70.0,15.0,17.0,0.0,0.0,4.0,9.0,29.0,147.0,1.0,0.0,366.0,101.0,78.0,9.0
93.4,22.0,60.0,30.0,43.0,0.0,0.0,5.0,8.0,69.0,110.0,5.0,0.0,366.0,55.0,112.0,8.0
93.5,51.0,91.0,53.0,53.0,0.0,0.0,8.0,6.0,67.0,42.0,17.0,2.0,219.0,28.0,89.0,6.0
93.6,90.0,187.0,83.0,48.0,0.0,1.0,14.0,8.0,28.0,15.0,24.0,16.0,171.0,26.0,65.0,8.0
93.7,99.0,310.0,149.0,71.0,0.0,10.0,22.0,19.0,20.0,11.0,14.0,48.0,256.0,20.0,107.0,19.0
93.8,72.0,318.0,302.0,123.0,0.0,28.0,33.0,32.0,65.0,5.0,4.0,59.0,216.0,12.0,137.0,32.0
93.9,55.0,202.0,366.0,112.0,0.0,33.0,41.0,31.0,113.0,1.0,0.0,34.0,80.0,10.0,119.0,31.0
94.0,56.0,120.0,220.0,46.0,0.0,16.0,28.0,17.0,83.0,0.0,0.0,28.0,22.0,10.0,99.0,17.0
94.1,62.0,151.0,113.0,10.0,3.0,3.0,9.0,8.0,25.0,1.0,1.0,53.0,45.0,15.0,74.0,8.0
